name,popsqmi,key,population,namelsad,y,x,placens
Limaville,,3943596,,Limaville village,40.9855432,-81.1507051,02398439
Lindsey,,3943904,,Lindsey village,41.4216806,-83.2209931,02398446
Lithopolis,,3944086,,Lithopolis village,39.8152408,-82.8136972,02398453
Lockbourne,,3944310,,Lockbourne village,39.8088996,-82.9872943,02398462
Lockington,,3944352,,Lockington village,40.2075966,-84.2372888,02398463
Lorain ,,3944856,,Lorain city,41.4388045,-82.179722,01086514
Loudonville,,3945066,,Loudonville village,40.63375,-82.2331798,02399190
Louisville ,,3945094,,Louisville city,40.8370406,-81.2641511,01086980
Loveland ,,3945108,,Loveland city,39.2675166,-84.274553,01085865
Lowellville,,3945178,,Lowellville village,41.0371673,-80.5421802,02399195
Ludlow Falls,,3945374,,Ludlow Falls village,39.9980849,-84.3391968,02399201
Lynchburg,,3945542,,Lynchburg village,39.2400855,-83.7889992,02399207
Lyons,,3945626,,Lyons village,41.700481,-84.0719076,02399211
Magnetic Springs,,3946830,,Magnetic Springs village,40.3530122,-83.2629329,02399223
Maineville,,3946872,,Maineville village,39.3194503,-84.1851475,02399227
Marengo,,3947558,,Marengo village,40.4008196,-82.8109939,02399254
Marietta ,,3947628,,Marietta city,39.4231665,-81.4464258,01087138
Martinsburg,,3948090,,Martinsburg village,40.2697525,-82.3543719,02399265
Martins Ferry ,,3948104,,Martins Ferry city,40.1042962,-80.7291246,02395030
Mason ,,3948188,,Mason city,39.3517072,-84.3020409,02395039
Mechanicsburg,,3948706,,Mechanicsburg village,40.0734833,-83.5559715,02399301
Medina ,,3948790,,Medina city,41.1346361,-81.8695135,01086600
Metamora,,3949238,,Metamora village,41.7114695,-83.9050167,02399324
Meyers Lake,,3949294,,Meyers Lake village,40.814409,-81.4215884,02399329
Miamisburg ,,3949434,,Miamisburg city,39.6309381,-84.270742,02395109
Midland,,3949896,,Midland village,39.3067607,-83.9104024,02399336
Milford ,,3950176,,Milford city,39.1652092,-84.2847836,01085671
Milford Center,,3950218,,Milford Center village,40.1793056,-83.4385401,02399346
Millbury,,3950260,,Millbury village,41.5647312,-83.425516,02399352
Miller City,,3950358,,Miller City village,41.1036739,-84.1300434,02399356
Mingo Junction,,3950904,,Mingo Junction village,40.3253076,-80.6193699,02399374
Monroe ,,3951310,,Monroe city,39.4466424,-84.3709801,02395374
Montgomery ,,3951716,,Montgomery city,39.2512315,-84.3479935,02395380
Montpelier,,3951772,,Montpelier village,41.5842464,-84.5915685,02399390
Moraine ,,3952010,,Moraine city,39.6975193,-84.2427193,01086676
Morristown,,3952346,,Morristown village,40.0630594,-81.0705193,02399399
Morrow,,3952374,,Morrow village,39.3486398,-84.120486,02399400
Mount Blanchard,,3952598,,Mount Blanchard village,40.8985201,-83.5568447,02399407
Mount Eaton,,3952682,,Mount Eaton village,40.694805,-81.7021639,02399410
Mount Pleasant,,3952976,,Mount Pleasant village,40.1758935,-80.7996538,02399415
Navarre,,3953690,,Navarre village,40.7277151,-81.515812,02399439
Nelsonville ,,3953886,,Nelsonville city,39.4601718,-82.2213677,02395168
Nevada,,3953942,,Nevada village,40.8187772,-83.1311889,02399447
Neville,,3953956,,Neville village,38.8130265,-84.2099493,02399448
New Albany ,,3953970,,New Albany city,40.0803453,-82.7877668,02399449
New Alexandria,,3954012,,New Alexandria village,40.2915869,-80.6751287,02399450
Newark ,,3954040,,Newark city,40.0697323,-82.4249247,01086473
New Concord,,3954446,,New Concord village,39.993659,-81.7380644,02399460
New Franklin ,,3954562,,New Franklin city,40.9542881,-81.5848686,02395193
New Holland,,3954726,,New Holland village,39.5544563,-83.2594984,02399466
New Madison,,3954978,,New Madison village,39.967646,-84.7079396,02399474
New Paris,,3955188,,New Paris village,39.8566783,-84.791916,02399479
New Richmond,,3955384,,New Richmond village,38.973762,-84.2815484,02399480
New Washington,,3955776,,New Washington village,40.9604059,-82.8546429,02399485
New Weston,,3955818,,New Weston village,40.3370242,-84.6436095,02399487
Ney,,3955874,,Ney village,41.3806196,-84.5211574,02399495
Niles ,,3955916,,Niles city,41.1878074,-80.7531013,02395235
North Canton ,,3956294,,North Canton city,40.8741561,-81.397098,02395252
North Lewisburg,,3956770,,North Lewisburg village,40.220519,-83.5580576,02399517
North Robinson,,3956994,,North Robinson village,40.7923822,-82.8567961,02399522
North Royalton ,,3957008,,North Royalton city,41.3132153,-81.7458795,01085986
Hillsboro ,,3935560,,Hillsboro city,39.212287,-83.6111817,02394385
Hiram,,3935658,,Hiram village,41.3114533,-81.1428682,02398515
Holgate,,3935854,,Holgate village,41.2492889,-84.1292459,02398521
Nashville,,3953634,,Nashville village,40.5958482,-82.1129675,02399437
Holmesville,,3935994,,Holmesville village,40.6285954,-81.923345,02398530
Hopedale,,3936260,,Hopedale village,40.3266668,-80.8955678,02398540
Hoytville,,3936568,,Hoytville village,41.1903996,-83.7849103,02398551
Milton Center,,3950708,,Milton Center village,41.3007392,-83.8296611,02399367
Hubbard ,,3936582,,Hubbard city,41.1581215,-80.5646508,02394435
Lordstown,,3944912,,Lordstown village,41.1709757,-80.8662706,01087038
Independence ,,3937240,,Independence city,41.3800125,-81.6332899,01085974
Lakewood ,,3941664,,Lakewood city,41.4832577,-81.801143,01085975
Linndale,,3943918,,Linndale village,41.4449964,-81.7667846,01085976
Lyndhurst ,,3945556,,Lyndhurst city,41.5169314,-81.4948179,01085977
Irondale,,3937422,,Irondale village,40.5721496,-80.7257078,02398274
Ironton ,,3937464,,Ironton city,38.531325,-82.6770518,02395438
Marysville ,,3948160,,Marysville city,40.2279856,-83.3593597,02395035
Jackson ,,3937842,,Jackson city,39.0459501,-82.6496008,02395447
Jacksonburg,,3938192,,Jacksonburg village,39.5383849,-84.5033152,02398287
New Miami,,3955104,,New Miami village,39.4321246,-84.5405807,02399475
Jefferson,,3938500,,Jefferson village,41.7383599,-80.7689467,02398292
North Kingsville,,3956700,,North Kingsville village,41.9253996,-80.6757064,01085735
Jeffersonville,,3938920,,Jeffersonville village,39.6534394,-83.5515622,02398293
Jerry City,,3939074,,Jerry City village,41.2536864,-83.6023086,02398300
Luckey,,3945332,,Luckey village,41.4519065,-83.4829238,02399199
Jerusalem,,3939130,,Jerusalem village,39.8518848,-81.0959228,02398301
Johnstown,,3939340,,Johnstown village,40.1491427,-82.6869427,02398307
New Vienna,,3955748,,New Vienna village,39.3257621,-83.6927639,02399484
Junction City,,3939508,,Junction City village,39.7216249,-82.3001462,02398315
Kelleys Island,,3939662,,Kelleys Island village,41.602607,-82.7065059,01086065
Kent ,,3939872,,Kent city,41.1475608,-81.3619648,02395512
Kenton ,,3939886,,Kenton city,40.6445409,-83.6099512,02395514
Kettering ,,3940040,,Kettering city,39.6959914,-84.1504372,01086672
Killbuck,,3940180,,Killbuck village,40.4961232,-81.9824952,02398346
Millersburg,,3950372,,Millersburg village,40.5534027,-81.916774,02399357
Kingston,,3940376,,Kingston village,39.472279,-82.9120081,02398352
Kirkersville,,3940572,,Kirkersville village,39.9500256,-82.5976757,02398360
Kirtland Hills,,3940670,,Kirtland Hills village,41.6379713,-81.3263933,01086420
LaGrange,,3941230,,LaGrange village,41.2402965,-82.1188613,02398374
North Ridgeville ,,3956966,,North Ridgeville city,41.3860001,-82.024711,01086515
Lakemore,,3941454,,Lakemore village,41.0226536,-81.4234385,01087005
Lancaster ,,3941720,,Lancaster city,39.7247371,-82.605275,01086078
La Rue,,3941902,,La Rue village,40.5781021,-83.3821244,02398370
Laurelville,,3942084,,Laurelville village,39.4738854,-82.7363866,02398399
Lebanon ,,3942364,,Lebanon city,39.4230693,-84.2196952,01087116
Middletown ,,3949840,,Middletown city,39.5029523,-84.3648929,01085814
Leesburg,,3942476,,Leesburg village,39.3418308,-83.5519483,02398411
Mowrystown,,3953186,,Mowrystown village,39.0425057,-83.7521615,02399421
Lewisville,,3942980,,Lewisville village,39.7670779,-81.2182436,02398430
Lexington,,3942994,,Lexington village,40.6809086,-82.5788399,02398431
Liberty Center,,3943414,,Liberty Center village,41.4435799,-84.0077838,02398435
McClure,,3945794,,McClure village,41.3709738,-83.9413694,02399285
Malinta,,3946942,,Malinta village,41.3195926,-84.0353601,02399231
Lincoln Heights,,3943722,,Lincoln Heights village,39.2435047,-84.4570043,01086215
Lockland,,3944366,,Lockland village,39.2278609,-84.4564498,01086216
Lisbon,,3944030,,Lisbon village,40.7751343,-80.7627707,02398448
Lodi,,3944604,,Lodi village,41.0388237,-82.0098957,02398466
Logan ,,3944632,,Logan city,39.5383724,-82.4064064,02395743
London ,,3944674,,London city,39.8928454,-83.4388747,01086545
Lore City,,3944954,,Lore City village,39.983203,-81.4600768,02398476
Lowell,,3945164,,Lowell village,39.5293982,-81.5075608,02399194
Macksburg,,3946158,,Macksburg village,39.6311478,-81.4567998,02399219
Lower Salem,,3945220,,Lower Salem village,39.5651042,-81.3924899,02399196
Lucas,,3945276,,Lucas village,40.7041265,-82.4220481,02399197
McArthur,,3945696,,McArthur village,39.2460127,-82.4783742,02399283
McComb,,3945808,,McComb village,41.1067104,-83.7894771,02399287
Mount Cory,,3952668,,Mount Cory village,40.9347983,-83.8234673,02399409
McConnelsville,,3945822,,McConnelsville village,39.6607406,-81.8405166,02399288
McDonald,,3945934,,McDonald village,41.1635039,-80.7230687,02399293
Macedonia ,,3945976,,Macedonia city,41.3149186,-81.5016329,01087006
McGuffey,,3946046,,McGuffey village,40.6927942,-83.7859214,02399295
Madeira ,,3946312,,Madeira city,39.1851046,-84.3731061,01086218
Madison,,3946480,,Madison village,41.7722579,-81.0529831,01086424
Magnolia,,3946844,,Magnolia village,40.6530621,-81.2927584,02399224
Minerva,,3950834,,Minerva village,40.7305838,-81.1022363,02399372
Malta,,3946970,,Malta village,39.6511108,-81.8631658,02399233
Malvern,,3946998,,Malvern village,40.6894943,-81.1804086,02399235
Manchester,,3947012,,Manchester village,38.689856,-83.6045923,02399237
Mansfield ,,3947138,,Mansfield city,40.76672,-82.5308195,01086879
Mantua,,3947180,,Mantua village,41.2819524,-81.2223991,02399246
Maple Heights ,,3947306,,Maple Heights city,41.4090472,-81.5628608,01085978
Mayfield Heights ,,3948482,,Mayfield Heights city,41.5173118,-81.4538885,01085980
Middleburg Heights ,,3949644,,Middleburg Heights city,41.369937,-81.8135373,01085981
Marble Cliff,,3947474,,Marble Cliff village,39.9856942,-83.0614431,02399251
Minerva Park,,3950862,,Minerva Park village,40.0761846,-82.9431227,02399373
Marblehead,,3947502,,Marblehead village,41.5348785,-82.7240365,02399252
Mariemont,,3947600,,Mariemont village,39.142499,-84.3790055,01086219
Mount Healthy ,,3952752,,Mount Healthy city,39.2338147,-84.5468181,01086221
Marion ,,3947754,,Marion city,40.5933044,-83.1229721,02395008
Marseilles,,3947992,,Marseilles village,40.7009735,-83.3923419,02399262
Marshallville,,3948048,,Marshallville village,40.8996287,-81.7329292,02399263
Martinsville,,3948118,,Martinsville village,39.3208543,-83.8108727,02399267
Massillon ,,3948244,,Massillon city,40.7844831,-81.5252162,01086982
Matamoras,,3948286,,Matamoras village,39.5183993,-81.0733202,02399272
Maumee ,,3948342,,Maumee city,41.5711252,-83.6662496,01086527
Mayfield,,3948468,,Mayfield village,41.5472475,-81.4343453,01085979
Melrose,,3949000,,Melrose village,41.0887189,-84.4200347,02399307
Mendon,,3949042,,Mendon village,40.6727168,-84.517854,02399312
Montezuma,,3951674,,Montezuma village,40.4894082,-84.5497714,02399386
Mentor ,,3949056,,Mentor city,41.6901586,-81.3358796,01086425
North Perry,,3956910,,North Perry village,41.8002526,-81.1241377,01086427
Mentor-on-the-Lake ,,3949098,,Mentor-on-the-Lake city,41.7151287,-81.3634671,01086426
Middlefield,,3949700,,Middlefield village,41.4593015,-81.0746416,02399332
Middle Point,,3949728,,Middle Point village,40.8559652,-84.4467634,02399331
Middleport,,3949756,,Middleport village,38.9937365,-82.0652391,02399333
Midvale,,3949966,,Midvale village,40.4358407,-81.3701084,02399338
Midway,,3950008,,Midway village,39.7329519,-83.4764235,02399339
Mount Sterling,,3953046,,Mount Sterling village,39.713393,-83.2734593,02399417
Mifflin,,3950036,,Mifflin village,40.7734614,-82.3638582,02399340
Milan,,3950134,,Milan village,41.2887844,-82.6018684,02399341
Milledgeville,,3950316,,Milledgeville village,39.5933582,-83.5878321,02399353
Millersport,,3950400,,Millersport village,39.8963822,-82.5419537,02399359
Millville,,3950540,,Millville village,39.3923767,-84.6529031,02399364
Miltonsburg,,3950722,,Miltonsburg village,39.8313334,-81.164754,02399368
Mineral City,,3950764,,Mineral City village,40.6017536,-81.3609498,02399371
Newcomerstown,,3954432,,Newcomerstown village,40.2752638,-81.5960341,02399492
Minster,,3950918,,Minster village,40.3946531,-84.3789331,02399377
New Knoxville,,3954838,,New Knoxville village,40.4942814,-84.3157642,02399468
Mogadore,,3951058,,Mogadore village,41.0524603,-81.4073169,01086832
Monroeville,,3951618,,Monroeville village,41.2438435,-82.7025754,02399385
Moreland Hills,,3952052,,Moreland Hills village,41.4418365,-81.4357346,01085982
Morral,,3952276,,Morral village,40.6913518,-83.2097854,02399395
Moscow,,3952416,,Moscow village,38.8598866,-84.2282973,02399404
Newtonsville,,3955664,,Newtonsville village,39.1810666,-84.0895914,02399494
Mount Gilead,,3952738,,Mount Gilead village,40.5540472,-82.8279042,02399412
Mount Orab,,3952906,,Mount Orab village,39.0293113,-83.9266559,02399414
Mount Vernon ,,3953102,,Mount Vernon city,40.3861906,-82.4840035,01086410
Mount Victory,,3953144,,Mount Victory village,40.5337167,-83.5210741,02399418
Munroe Falls ,,3953312,,Munroe Falls city,41.1395758,-81.4360579,01087008
Murray City,,3953410,,Murray City village,39.50883,-82.1690576,02399431
Mutual,,3953480,,Mutual village,40.0794316,-83.6368556,02399433
Napoleon ,,3953550,,Napoleon city,41.3979686,-84.1249842,02395148
Nellie,,3953816,,Nellie village,40.3384712,-82.0713789,02399442
New Athens,,3954068,,New Athens village,40.18442,-80.9942828,02399451
New Middletown,,3955118,,New Middletown village,40.9655456,-80.5583218,01086567
New Bavaria,,3954110,,New Bavaria village,41.2036454,-84.1672064,02399454
New Bloomington,,3954152,,New Bloomington village,40.5836962,-83.3125237,02399457
New Boston,,3954166,,New Boston village,38.7506288,-82.9330197,01086930
New Bremen,,3954194,,New Bremen village,40.4355727,-84.3777172,02399458
Newburgh Heights,,3954250,,Newburgh Heights village,41.4510588,-81.6631663,01085983
New Carlisle ,,3954334,,New Carlisle city,39.9444431,-84.0276672,02395190
New Lebanon,,3954852,,New Lebanon village,39.7440415,-84.3942493,02399469
New Lexington,,3954866,,New Lexington village,39.7167836,-82.2066598,02399471
New London,,3954908,,New London village,41.079698,-82.4061802,02399472
New Philadelphia ,,3955216,,New Philadelphia city,40.4864844,-81.4401512,01087060
New Riegel,,3955398,,New Riegel village,41.0518862,-83.3190084,02399481
New Straitsville,,3955552,,New Straitsville village,39.5783476,-82.228778,02399483
Newton Falls,,3955650,,Newton Falls village,41.1897254,-80.9713674,02395230
Newtown,,3955678,,Newtown village,39.1239876,-84.3516119,01086222
New Waterford,,3955790,,New Waterford village,40.847829,-80.6188254,02399486
North Baltimore,,3956154,,North Baltimore village,41.1797548,-83.6682593,02399509
North Bend,,3956182,,North Bend village,39.1491808,-84.7353321,02399511
North College Hill ,,3956322,,North College Hill city,39.2171478,-84.5519902,01086223
North Fairfield,,3956420,,North Fairfield village,41.1047778,-82.6128354,02399514
Northfield,,3956448,,Northfield village,41.3388568,-81.5268406,01087010
North Hampton,,3956588,,North Hampton village,39.9893074,-83.9439934,02399515
North Olmsted ,,3956882,,North Olmsted city,41.4149835,-81.9190385,01085984
North Randall,,3956924,,North Randall village,41.4317962,-81.5303374,01085985
Norton ,,3957260,,Norton city,41.0289314,-81.6455348,01087012
Norwalk ,,3957302,,Norwalk city,41.2445728,-82.6089499,01086352
Norwich,,3957372,,Norwich village,39.9846299,-81.7922059,02399529
Oak Hill,,3957596,,Oak Hill village,38.8961992,-82.569097,02399537
Oakwood,,3957750,,Oakwood village,41.3672678,-81.5037205,01085987
Obetz,,3957862,,Obetz village,39.8644353,-82.9446222,02399552
Octa,,3957918,,Octa village,39.6134221,-83.6105729,02399556
Ohio City,,3958002,,Ohio City village,40.7702953,-84.616231,02399563
Orrville ,,3958828,,Orrville city,40.848267,-81.7768937,02396086
Ostrander,,3958940,,Ostrander village,40.2639095,-83.2156488,02399592
Ottawa,,3958982,,Ottawa village,41.0198297,-84.0353172,02399596
Otway,,3959066,,Otway village,38.8649316,-83.1882271,02399599
Oxford ,,3959234,,Oxford city,39.5052398,-84.7439783,02396116
Painesville ,,3959416,,Painesville city,41.721635,-81.2583572,01086428
Parral,,3961056,,Parral village,40.5609446,-81.4949707,02399627
Patterson,,3961182,,Patterson village,40.7821707,-83.5261315,02399631
Peebles,,3961420,,Peebles village,38.9462907,-83.4093786,02399644
Pemberville,,3961504,,Pemberville village,41.4095916,-83.4587619,02399646
Perry,,3961882,,Perry village,41.7636735,-81.1430126,01086431
Perrysburg ,,3962148,,Perrysburg city,41.5389861,-83.6441321,01087193
Phillipsburg,,3962414,,Phillipsburg village,39.9039567,-84.4009797,02399662
Philo,,3962442,,Philo village,39.8613124,-81.9087957,02399665
Piqua ,,3962848,,Piqua city,40.150172,-84.2446336,02396215
Plain City,,3963030,,Plain City village,40.1075178,-83.2735871,02399682
Plainfield,,3963044,,Plainfield village,40.2050966,-81.7181747,02399683
Pleasant City,,3963436,,Pleasant City village,39.9032742,-81.5438077,02399689
Pleasant Hill,,3963534,,Pleasant Hill village,40.0506238,-84.3461846,02399691
Pleasant Plain,,3963576,,Pleasant Plain village,39.2784334,-84.1121149,02399693
Pleasantville,,3963716,,Pleasantville village,39.8097779,-82.5222807,02398987
Plymouth,,3963800,,Plymouth village,40.9970183,-82.6673997,02398988
Portage,,3964108,,Portage village,41.3232174,-83.6467994,02399008
Port Jefferson,,3964262,,Port Jefferson village,40.3305976,-84.0924505,02399004
Potsdam,,3964430,,Potsdam village,39.9637124,-84.4148207,02399012
Powell ,,3964486,,Powell city,40.1676865,-83.0815553,02396264
Prospect,,3964780,,Prospect village,40.4539171,-83.1848044,02399027
Quaker City,,3965116,,Quaker City village,39.9696562,-81.2973569,02399031
Quincy,,3965200,,Quincy village,40.2955674,-83.9686634,02399032
Rarden,,3965508,,Rarden village,38.9233292,-83.2420001,02399044
Ravenna ,,3965592,,Ravenna city,41.1615673,-81.2420577,02396324
Rawson,,3965634,,Rawson village,40.9568858,-83.7849669,02399047
Republic,,3966320,,Republic village,41.1250171,-83.0166569,02399059
Richfield,,3966530,,Richfield village,41.2331317,-81.6439408,02399063
Ridgeway,,3967118,,Ridgeway village,40.5121092,-83.5691131,02399073
Ripley,,3967272,,Ripley village,38.7307973,-83.8328515,02399079
Riverlea,,3967440,,Riverlea village,40.0804075,-83.0250475,02399088
Riverside ,,3967468,,Riverside city,39.7826504,-84.1239147,02399089
Rock Creek,,3967846,,Rock Creek village,41.6604311,-80.8543283,02399102
Rocky River ,,3968056,,Rocky River city,41.4730717,-81.8538246,01085996
Rogers,,3968084,,Rogers village,40.7896671,-80.6274623,02399110
Roseville,,3968560,,Roseville village,39.8065272,-82.0756413,02399124
Rossburg,,3968672,,Rossburg village,40.2802025,-84.6382802,02399126
Rossford ,,3968686,,Rossford city,41.5978901,-83.556236,01087197
Roswell,,3968742,,Roswell village,40.4759373,-81.3481001,02399128
Rushsylvania,,3969176,,Rushsylvania village,40.4613126,-83.6711708,02399143
Sabina,,3969400,,Sabina village,39.4906373,-83.6338755,02399152
Salem ,,3969834,,Salem city,40.904596,-80.8489375,02396524
Sandusky ,,3970380,,Sandusky city,41.4558874,-82.7144099,01086070
Savannah,,3970576,,Savannah village,40.9694582,-82.3697337,02399764
Senecaville,,3971360,,Senecaville village,39.9347642,-81.4594621,02399786
Shawnee,,3971962,,Shawnee village,39.6105845,-82.2018799,02399792
Sheffield,,3972060,,Sheffield village,41.456889,-82.0939705,01086521
Shelby ,,3972102,,Shelby city,40.8851382,-82.6583076,02395862
Sherwood,,3972256,,Sherwood village,41.2919636,-84.5480995,02399805
Shiloh,,3972298,,Shiloh village,40.9716674,-82.6004185,02399808
Sidney ,,3972424,,Sidney city,40.2895266,-84.166729,02395881
Sinking Spring,,3972578,,Sinking Spring village,39.0747219,-83.3871355,02399826
Somerset,,3972977,,Somerset village,39.8066383,-82.2996457,02399836
South Russell,,3973684,,South Russell village,41.4338283,-81.3279643,02399857
South Solon,,3973768,,South Solon village,39.7374274,-83.6127203,02399859
South Webster,,3973824,,South Webster village,38.8169919,-82.7324951,02399861
Spencerville,,3974034,,Spencerville village,40.7079652,-84.3531587,02399872
Springfield ,,3974118,,Springfield city,39.9281815,-83.800885,01085859
Stoutsville,,3974916,,Stoutsville village,39.6049755,-82.8233642,02399911
Stow ,,3974944,,Stow city,41.1762614,-81.4365227,01087018
Streetsboro ,,3975014,,Streetsboro city,41.2396076,-81.3458624,01086840
Struthers ,,3975126,,Struthers city,41.0512184,-80.592724,01086572
Sugar Bush Knolls,,3975196,,Sugar Bush Knolls village,41.2032162,-81.3509952,01086842
Summerfield,,3975406,,Summerfield village,39.7968155,-81.3353326,02399928
Sycamore,,3975980,,Sycamore village,40.9516724,-83.1709697,02399942
Sylvania ,,3976022,,Sylvania city,41.7103622,-83.7102124,02396020
Tallmadge ,,3976106,,Tallmadge city,41.1061185,-81.4248335,01087019
The Village of Indian Hill ,,3976582,,The Village of Indian Hill city,39.1885572,-84.3360212,01086234
Thornville,,3976680,,Thornville village,39.8936234,-82.411824,02399976
Tiffin ,,3976778,,Tiffin city,41.1165706,-83.1809767,01086956
Tipp City ,,3976876,,Tipp City city,39.9644739,-84.1863795,02397027
Toledo ,,3977000,,Toledo city,41.664071,-83.5818608,01086537
Trenton ,,3977322,,Trenton city,39.4788078,-84.466373,01085821
Trotwood ,,3977504,,Trotwood city,39.7918377,-84.3218342,02397059
Troy ,,3977588,,Troy city,40.0438905,-84.2195301,02397060
Union ,,3978470,,Union city,39.9065989,-84.2933298,02397084
Unionville Center,,3978834,,Unionville Center village,40.1370504,-83.3412672,02400026
Upper Arlington ,,3979002,,Upper Arlington city,40.0275869,-83.070722,01086116
Upper Sandusky ,,3979044,,Upper Sandusky city,40.8306688,-83.2707087,02397094
Urbancrest,,3979100,,Urbancrest village,39.9015241,-83.0881842,02400032
Utica,,3979114,,Utica village,40.2371009,-82.4415219,02400034
Valleyview,,3979282,,Valleyview village,39.9639056,-83.0722907,02400040
Van Buren,,3979394,,Van Buren village,41.1389463,-83.6492585,02400043
Vandalia ,,3979492,,Vandalia city,39.8789773,-84.1922239,01086680
Vanlue,,3979534,,Vanlue village,40.9740534,-83.4847129,02400048
Van Wert ,,3979562,,Van Wert city,40.8647965,-84.5885183,02397117
Venedocia,,3979632,,Venedocia village,40.7852111,-84.4558986,02400052
Vermilion ,,3979716,,Vermilion city,41.4080053,-82.3172535,02397126
Verona,,3979898,,Verona village,39.9013236,-84.5059966,02400064
Warsaw,,3981032,,Warsaw village,40.335636,-82.0009922,02400096
Washington Court House ,,3981718,,Washington Court House city,39.5379163,-83.4277878,01086095
Washingtonville,,3981732,,Washingtonville village,40.8963314,-80.7680244,02400100
Wayne,,3982334,,Wayne village,41.300961,-83.4717265,02400111
Waynesburg,,3982376,,Waynesburg village,40.668139,-81.2598741,02400115
West Carrollton ,,3983090,,West Carrollton city,39.669742,-84.2554897,01086682
West Elkton,,3983216,,West Elkton village,39.5881384,-84.5597806,02400130
Westerville ,,3983342,,Westerville city,40.1234352,-82.9133238,01086118
West Farmington,,3983384,,West Farmington village,41.3910244,-80.9740317,02400131
West Jefferson,,3983580,,West Jefferson village,39.9483581,-83.297069,02400132
West Rushville,,3984182,,West Rushville village,39.7643626,-82.4497657,02400142
North Star,,3957064,,North Star village,40.3243075,-84.5689326,02399523
Palestine,,3959598,,Palestine village,40.0501517,-84.7443205,02399609
Northwood ,,3957190,,Northwood city,41.6100639,-83.4827043,01087191
Norwood ,,3957386,,Norwood city,39.1604911,-84.4535423,01086224
Reading ,,3965732,,Reading city,39.224228,-84.4333429,01086225
Oak Harbor,,3957582,,Oak Harbor village,41.5051269,-83.1349618,02399536
Port Clinton ,,3964150,,Port Clinton city,41.5097181,-82.9383391,02396253
Rocky Ridge,,3968042,,Rocky Ridge village,41.5304461,-83.2133648,02399109
Oakwood ,,3957764,,Oakwood city,39.7202157,-84.1733249,01086677
Oakwood,,3957792,,Oakwood village,41.0927572,-84.374731,02399546
Paulding,,3961252,,Paulding village,41.1426627,-84.5826568,02399632
Oberlin ,,3957834,,Oberlin city,41.2861063,-82.2187567,02395295
Rochester,,3967762,,Rochester village,41.1240653,-82.3062834,02399099
Old Washington,,3958226,,Old Washington village,40.0376179,-81.4442181,02399570
Olmsted Falls ,,3958422,,Olmsted Falls city,41.3656764,-81.9041384,01085989
Orange,,3958604,,Orange village,41.4426159,-81.4717181,01085990
Ontario ,,3958520,,Ontario city,40.7685195,-82.6168973,02396070
Orangeville,,3958674,,Orangeville village,41.3440007,-80.524188,01087042
Oregon ,,3958730,,Oregon city,41.655956,-83.4383245,01086529
Orwell,,3958856,,Orwell village,41.5364224,-80.859609,02399589
Osgood,,3958912,,Osgood village,40.3393924,-84.4956316,02399590
Ottawa Hills,,3959010,,Ottawa Hills village,41.667058,-83.6397703,01086530
Ottoville,,3959052,,Ottoville village,40.9341757,-84.3386635,02399598
West Leipsic,,3983706,,West Leipsic village,41.1052836,-84.0011524,02400134
Owensville,,3959220,,Owensville village,39.1241793,-84.1366668,02399604
Pandora,,3959738,,Pandora village,40.9451868,-83.9540433,02399619
Parma ,,3961000,,Parma city,41.3835687,-81.728641,01085991
Parma Heights ,,3961028,,Parma Heights city,41.3833863,-81.7612728,01085992
Pataskala ,,3961112,,Pataskala city,40.0197947,-82.7198805,01086476
Payne,,3961322,,Payne village,41.0798175,-84.7272492,02399637
Peninsula,,3961574,,Peninsula village,41.2339712,-81.5531749,02399650
Pepper Pike ,,3961686,,Pepper Pike city,41.4793862,-81.4602065,01085993
Perrysville,,3962190,,Perrysville village,40.6584058,-82.3144536,02399657
Polk,,3963996,,Polk village,40.9451542,-82.2143476,02398993
Pickerington ,,3962498,,Pickerington city,39.890264,-82.7640905,02396197
Piketon,,3962708,,Piketon village,39.0659498,-82.997131,02399673
Waverly,,3981935,,Waverly village,39.12597,-82.9836871,01085666
Pioneer,,3962834,,Pioneer village,41.6770586,-84.5528044,02399678
Pitsburg,,3962890,,Pitsburg village,39.9871555,-84.4878296,02399680
Union City,,3978624,,Union City village,40.1985389,-84.7892084,02400022
Poland,,3963954,,Poland village,41.0228959,-80.6153881,02398992
Sebring,,3971220,,Sebring village,40.9200028,-81.0252676,01086569
Pomeroy,,3964024,,Pomeroy village,39.0346721,-82.0324158,02398996
Portsmouth ,,3964304,,Portsmouth city,38.7527946,-82.9523734,01086933
Port Washington,,3964346,,Port Washington village,40.326772,-81.5191143,02399006
Stone Creek,,3974804,,Stone Creek village,40.3988435,-81.5553869,02399907
Strasburg,,3974958,,Strasburg village,40.6005937,-81.5295588,02399915
Sugarcreek,,3975210,,Sugarcreek village,40.5076188,-81.6408982,02399927
Port William,,3964360,,Port William village,39.5519252,-83.7856646,02399007
University Heights ,,3978932,,University Heights city,41.494805,-81.5348207,01086002
Powhatan Point,,3964542,,Powhatan Point village,39.8623181,-80.8095642,02399016
St. Clairsville ,,3969526,,St. Clairsville city,40.0782737,-80.8991733,02396482
Shadyside,,3971640,,Shadyside village,39.9718911,-80.7510293,02399790
Proctorville,,3964766,,Proctorville village,38.4375956,-82.3820635,02399026
Put-in-Bay,,3965032,,Put-in-Bay village,41.6533018,-82.8174601,02399030
Racine,,3965256,,Racine village,38.9684044,-81.9111036,02399034
